"","x","y","sim1","sim2","sim3","sim4"
"1",3.33333333333333,6.66666666666667,0.141152143478394,0.897493422031403,-0.90336674451828,-0.960532248020172
"2",6.66666666666667,3.33333333333333,-0.60780930519104,0.896687746047974,0.0496727600693703,-0.424634456634521
"3",13.3333333333333,6.66666666666667,-0.494203597307205,0.303842216730118,0.107337728142738,-0.639633178710938
"4",16.6666666666667,3.33333333333333,-0.152791365981102,0.528060793876648,-0.443549484014511,0.290053755044937
"5",23.3333333333333,6.66666666666667,-0.573313534259796,0.24911567568779,0.950429201126099,2.05897569656372
"6",26.6666666666667,3.33333333333333,-0.520870268344879,1.13542556762695,0.81005871295929,1.32104778289795
"7",33.3333333333333,6.66666666666667,-0.750429451465607,-0.971255600452423,0.424384325742722,1.44781029224396
"8",36.6666666666667,3.33333333333333,-0.620752513408661,-0.680314183235168,-0.511894464492798,2.34820437431335
"9",43.3333333333333,6.66666666666667,-0.00563592137768865,-1.14221549034119,-1.88295781612396,1.19842827320099
"10",46.6666666666667,3.33333333333333,0.839502096176147,-0.670415878295898,-1.19844007492065,0.472235113382339
"11",53.3333333333333,6.66666666666667,1.2752937078476,-0.359529078006744,-1.48433041572571,0.342205673456192
"12",56.6666666666667,3.33333333333333,1.06112957000732,-0.534816741943359,-2.39109134674072,0.459274917840958
"13",63.3333333333333,6.66666666666667,0.117002405226231,-0.807988226413727,-1.48164665699005,0.710443675518036
"14",66.6666666666667,3.33333333333333,1.21911633014679,-1.24146544933319,-0.632207572460175,-0.270364701747894
"15",73.3333333333333,6.66666666666667,1.54477322101593,0.352347075939178,-0.691287279129028,0.37132939696312
"16",76.6666666666667,3.33333333333333,2.24656391143799,-0.871439933776855,-0.233046486973763,1.00318157672882
"17",83.3333333333333,6.66666666666667,2.13184189796448,-0.198191225528717,0.254546523094177,-0.268794655799866
"18",86.6666666666667,3.33333333333333,1.78054785728455,-0.72996312379837,0.616858124732971,1.56584978103638
"19",93.3333333333333,6.66666666666667,1.10614514350891,-2.43187856674194,1.27199947834015,0.318086683750153
"20",96.6666666666667,3.33333333333333,0.805012881755829,-2.2209734916687,0.368464201688766,0.756000399589539
"21",103.333333333333,6.66666666666667,0.546493470668793,-1.36009013652802,1.17330968379974,1.23102009296417
