"","x","y"
"1",3.33333333333333,6.66666666666667
"2",6.66666666666667,3.33333333333333
"3",13.3333333333333,6.66666666666667
"4",16.6666666666667,3.33333333333333
"5",23.3333333333333,6.66666666666667
"6",26.6666666666667,3.33333333333333
"7",33.3333333333333,6.66666666666667
"8",36.6666666666667,3.33333333333333
"9",43.3333333333333,6.66666666666667
"10",46.6666666666667,3.33333333333333
"11",53.3333333333333,6.66666666666667
"12",56.6666666666667,3.33333333333333
"13",63.3333333333333,6.66666666666667
"14",66.6666666666667,3.33333333333333
"15",73.3333333333333,6.66666666666667
"16",76.6666666666667,3.33333333333333
"17",83.3333333333333,6.66666666666667
"18",86.6666666666667,3.33333333333333
"19",93.3333333333333,6.66666666666667
"20",96.6666666666667,3.33333333333333
"21",103.333333333333,6.66666666666667
"22",106.666666666667,3.33333333333333
"23",113.333333333333,6.66666666666667
"24",116.666666666667,3.33333333333333
"25",123.333333333333,6.66666666666667
"26",126.666666666667,3.33333333333333
"27",133.333333333333,6.66666666666667
"28",136.666666666667,3.33333333333333
"29",143.333333333333,6.66666666666667
"30",146.666666666667,3.33333333333333
"31",153.333333333333,6.66666666666667
"32",156.666666666667,3.33333333333333
"33",163.333333333333,6.66666666666667
"34",166.666666666667,3.33333333333333
"35",173.333333333333,6.66666666666667
"36",176.666666666667,3.33333333333333
"37",183.333333333333,6.66666666666667
"38",186.666666666667,3.33333333333333
"39",193.333333333333,6.66666666666667
"40",196.666666666667,3.33333333333333
"41",3.33333333333333,16.6666666666667
"42",6.66666666666667,13.3333333333333
"43",13.3333333333333,16.6666666666667
"44",16.6666666666667,13.3333333333333
"45",23.3333333333333,16.6666666666667
"46",26.6666666666667,13.3333333333333
"47",33.3333333333333,16.6666666666667
"48",36.6666666666667,13.3333333333333
"49",43.3333333333333,16.6666666666667
"50",46.6666666666667,13.3333333333333
"51",53.3333333333333,16.6666666666667
"52",56.6666666666667,13.3333333333333
"53",63.3333333333333,16.6666666666667
"54",66.6666666666667,13.3333333333333
"55",73.3333333333333,16.6666666666667
"56",76.6666666666667,13.3333333333333
"57",83.3333333333333,16.6666666666667
"58",86.6666666666667,13.3333333333333
"59",93.3333333333333,16.6666666666667
"60",96.6666666666667,13.3333333333333
"61",103.333333333333,16.6666666666667
"62",106.666666666667,13.3333333333333
"63",113.333333333333,16.6666666666667
"64",116.666666666667,13.3333333333333
"65",123.333333333333,16.6666666666667
"66",126.666666666667,13.3333333333333
"67",133.333333333333,16.6666666666667
"68",136.666666666667,13.3333333333333
"69",143.333333333333,16.6666666666667
"70",146.666666666667,13.3333333333333
"71",153.333333333333,16.6666666666667
"72",156.666666666667,13.3333333333333
"73",163.333333333333,16.6666666666667
"74",166.666666666667,13.3333333333333
